molecule_type,ham_name,epsilon_total,pf_label,order,ld,lambda_r,c_gs,randomized_method,g_rand_input,b0,kappa,b_value,q_opt,eps_qpe_opt,eps_trot_opt,boundary_hit_q,g_det,g_rand,g_total
2,H2_sto-3g_singlet_distance_100_charge_0,0.001,2nd,2,0,1.575027666364643,0.0,qdrift,1.0,3.070543591450022,1.0,22.688418851436207,0.999999,0.000999999,1.4142132088478148e-06,True,0.0,56283548.87186948,56283548.87186948
2,H2_sto-3g_singlet_distance_100_charge_0,0.001,2nd,2,0,1.575027666364643,0.0,qdrift,1.0,3.070543591450022,2.0,16.693205696259938,0.999999,0.000999999,1.4142132088478148e-06,True,0.0,41411121.012257814,41411121.012257814
2,H2_sto-3g_singlet_distance_100_charge_0,0.001,2nd,2,0,1.575027666364643,0.0,qdrift,1.0,3.070543591450022,4.0,20.249882127342463,0.999999,0.000999999,1.4142132088478148e-06,True,0.0,50234229.094008856,50234229.094008856
2,H2_sto-3g_singlet_distance_100_charge_0,0.001,2nd,2,10,0.19679058348547018,0.0,qdrift,1.0,3.070543591450022,1.0,22.688418851436207,0.999999,0.000999999,1.4142132088478148e-06,True,0.0,878645.5756416961,878645.5756416961
2,H2_sto-3g_singlet_distance_100_charge_0,0.001,2nd,2,10,0.19679058348547018,0.0,qdrift,1.0,3.070543591450022,2.0,16.693205696259938,0.999999,0.000999999,1.4142132088478148e-06,True,0.0,646471.286709655,646471.286709655
2,H2_sto-3g_singlet_distance_100_charge_0,0.001,2nd,2,10,0.19679058348547018,0.0,qdrift,1.0,3.070543591450022,4.0,20.249882127342463,0.999999,0.000999999,1.4142132088478148e-06,True,0.0,784209.312026564,784209.312026564
